track,frame,x,y,class,width,height
297,1397,1476,218,car,66,50
298,1397,844,269,car,110,85
299,1397,645,303,car,106,91
246,1398,873,200,car,50,38
291,1398,736,471,car,155,139
297,1398,1469,214,car,65,49
298,1398,841,278,car,105,82
299,1398,633,314,car,107,92
246,1399,869,203,car,54,41
291,1399,728,498,car,163,147
297,1399,1457,209,car,63,48
298,1399,839,285,car,114,89
299,1399,622,325,car,113,98
246,1400,865,206,car,54,41
291,1400,722,520,car,184,169
297,1400,1456,207,car,60,46
298,1400,836,295,car,117,92
299,1400,610,340,car,116,101
246,1401,861,211,car,56,42
291,1401,715,545,car,202,188
297,1401,1449,203,car,61,46
298,1401,833,305,car,120,95
299,1401,596,351,car,122,107
304,1401,824,180,car,50,38
246,1402,857,214,car,59,44
291,1402,704,576,car,218,205
297,1402,1443,201,car,58,44
298,1402,830,315,car,125,100
299,1402,585,363,car,126,110
304,1402,819,183,car,52,39
246,1403,851,220,car,61,45
291,1403,694,615,car,235,225
297,1403,1439,198,car,58,44
298,1403,826,325,car,128,104
299,1403,568,385,car,133,116
304,1403,814,186,car,52,39
246,1404,847,223,car,62,46
291,1404,680,657,car,255,249
297,1404,1433,194,car,57,43
298,1404,823,331,car,132,107
299,1404,550,404,car,142,124
304,1404,809,189,car,52,39
227,1405,660,728,car,260,279
246,1405,842,229,car,65,49
291,1405,673,675,car,264,258
297,1405,1425,193,car,56,41
298,1405,818,349,car,142,116
299,1405,531,425,car,152,135
304,1405,802,192,car,54,40
227,1406,647,772,car,277,306
246,1406,835,235,car,66,50
297,1406,1418,189,car,54,40
298,1406,814,357,car,146,120
299,1406,520,436,car,157,139
304,1406,794,195,car,56,42
227,1407,635,829,car,299,339
246,1407,830,240,car,67,51
297,1407,1414,186,car,53,40
304,1407,786,200,car,59,43
227,1408,612,886,car,305,344
246,1408,826,246,car,69,52
297,1408,1409,183,car,55,41
304,1408,780,203,car,60,44
227,1409,590,931,car,281,295
240,1409,788,423,car,150,144
246,1409,821,253,car,73,55
297,1409,1403,182,car,54,41
304,1409,772,207,car,63,47
227,1410,576,976,car,234,218
240,1410,781,441,car,146,141
246,1410,816,259,car,73,55
297,1410,1398,178,car,53,41
304,1410,766,212,car,63,46
227,1411,557,1036,car,162,97
240,1411,779,435,car,143,138
246,1411,812,266,car,77,58
297,1411,1393,176,car,50,39
304,1411,759,216,car,64,47
227,1412,545,1072,car,99,60
246,1412,807,272,car,78,59
297,1412,1392,173,car,51,40
304,1412,753,221,car,67,49
246,1413,803,280,car,82,62
297,1413,1389,170,car,51,41
304,1413,747,224,car,70,50
246,1414,799,289,car,83,63
277,1414,757,559,car,197,173
297,1414,1385,168,car,53,42
304,1414,739,230,car,71,51
246,1415,793,297,car,88,67
277,1415,761,550,car,195,171
297,1415,1382,168,car,50,40
304,1415,731,236,car,72,52
246,1416,788,306,car,92,71
297,1416,1377,165,car,49,40
304,1416,724,241,car,76,54
246,1417,783,316,car,94,72
304,1417,717,246,car,80,57
246,1418,778,330,car,100,78
297,1418,1372,160,car,49,40
304,1418,707,254,car,83,59
246,1419,771,341,car,103,80
297,1419,1369,160,car,48,40
304,1419,697,261,car,87,62
246,1420,766,356,car,110,87
297,1420,1366,158,car,46,39
304,1420,686,269,car,89,64
246,1421,757,368,car,113,91
297,1421,1363,157,car,43,37
304,1421,678,277,car,88,64
310,1421,916,177,car,52,39
246,1422,750,384,car,116,94
297,1422,1359,155,car,42,37
304,1422,668,286,car,93,68
310,1422,910,179,car,51,38
246,1423,743,401,car,120,98
297,1423,1356,154,car,40,35
304,1423,657,296,car,97,71
310,1423,906,181,car,54,40
246,1424,735,420,car,127,106
297,1424,1354,153,car,40,34
304,1424,647,306,car,101,74
310,1424,902,184,car,53,40
246,1425,729,440,car,131,109
297,1425,1352,152,car,38,33
304,1425,636,317,car,104,77
246,1426,724,462,car,136,114
297,1426,1351,152,car,36,31
304,1426,625,329,car,111,83
310,1426,900,191,car,62,46
246,1427,716,487,car,143,121
297,1427,1350,152,car,34,30
304,1427,613,343,car,114,85
310,1427,896,195,car,63,47
246,1428,708,513,car,149,126
277,1428,891,195,car,64,58
297,1428,1347,150,car,33,29
304,1428,601,355,car,122,92
310,1428,893,198,car,64,48
240,1429,889,198,car,64,62
246,1429,702,527,car,153,130
277,1429,900,170,car,55,50
298,1429,697,554,car,168,143
304,1429,587,370,car,125,95
240,1430,894,185,car,60,57
277,1430,929,158,car,48,42
298,1430,687,584,car,177,154
304,1430,572,387,car,129,97
277,1431,943,136,car,39,34
298,1431,675,619,car,186,164
304,1431,555,403,car,135,103
310,1431,879,213,car,61,46
298,1432,668,634,car,189,167
304,1432,537,423,car,144,111
310,1432,874,218,car,62,46
304,1433,518,444,car,151,117
310,1433,870,222,car,66,50
304,1434,499,470,car,158,122
310,1434,867,228,car,66,49
304,1435,474,496,car,171,134
310,1435,863,232,car,73,54
304,1436,452,525,car,181,142
310,1436,858,239,car,74,55
304,1437,425,559,car,193,152
310,1437,855,243,car,81,60
304,1438,394,598,car,213,169
310,1438,851,247,car,82,62
313,1438,558,1049,car,103,83
304,1439,361,641,car,230,184
310,1439,846,258,car,76,57
313,1439,545,1099,car,62,50
299,1440,310,713,car,239,213
304,1440,344,660,car,238,191
310,1440,842,263,car,77,58
299,1441,275,763,car,260,234
310,1441,838,272,car,81,60
299,1442,231,826,car,284,255
310,1442,834,281,car,81,59
299,1443,177,903,car,309,279
310,1443,829,290,car,84,62
299,1444,140,959,car,264,234
310,1444,826,300,car,84,61
299,1445,120,988,car,267,236
310,1445,821,311,car,89,64
310,1446,817,322,car,94,67
310,1447,813,328,car,96,69
314,1447,1721,396,car,85,94
310,1448,806,346,car,101,73
314,1448,1690,379,car,87,93
310,1449,802,359,car,107,77
314,1449,1663,363,car,86,89
310,1450,795,375,car,112,80
314,1450,1639,350,car,85,86
310,1451,791,384,car,115,82
314,1451,1615,336,car,84,82
314,1452,1595,325,car,80,76
314,1453,1573,313,car,78,72
314,1454,1555,303,car,76,69
314,1455,1538,292,car,75,66
314,1456,1520,285,car,75,65
314,1457,1504,276,car,76,64
318,1457,752,495,car,184,185
314,1458,1490,269,car,73,61
318,1458,744,524,car,203,206
314,1459,1476,261,car,71,58
318,1459,734,557,car,217,222
314,1460,1465,254,car,73,59
318,1460,724,597,car,234,241
314,1461,1451,248,car,71,56
318,1461,713,641,car,256,266
314,1462,1442,242,car,70,56
318,1462,704,689,car,288,302
314,1463,1431,236,car,69,53
318,1463,691,749,car,318,338
314,1464,1424,230,car,66,51
318,1464,680,819,car,362,389
314,1465,1415,226,car,64,49
318,1465,665,850,car,403,437
314,1466,1409,222,car,63,48
318,1466,643,885,car,387,413
314,1467,1401,217,car,64,48
318,1467,631,926,car,333,345
314,1468,1394,212,car,61,46
318,1468,622,958,car,346,358
320,1468,1729,404,car,96,107
321,1468,720,470,car,190,236
314,1469,1387,208,car,61,46
320,1469,1700,387,car,99,107
321,1469,711,504,car,202,250
314,1470,1380,203,car,62,46
320,1470,1668,370,car,96,100
321,1470,700,538,car,217,270
314,1471,1374,200,car,59,45
320,1471,1640,355,car,96,96
321,1471,683,580,car,239,301
314,1472,1368,198,car,58,43
320,1472,1615,344,car,97,94
321,1472,669,623,car,258,327
314,1473,1362,194,car,57,42
320,1473,1592,332,car,95,90
321,1473,655,672,car,282,360
314,1474,1355,191,car,56,41
320,1474,1570,320,car,93,85
321,1474,635,732,car,318,410
314,1475,1350,188,car,52,38
320,1475,1551,310,car,93,83
321,1475,619,805,car,358,467
314,1476,1344,184,car,52,38
320,1476,1534,301,car,91,79
321,1476,589,851,car,360,458
298,1477,554,902,car,419,355
314,1477,1340,181,car,52,38
320,1477,1516,291,car,87,74
321,1477,577,884,car,376,479
298,1478,553,906,car,424,360
314,1478,1337,179,car,51,37
320,1478,1502,282,car,88,74
314,1479,1333,177,car,50,37
320,1479,1489,273,car,86,70
314,1480,1330,174,car,49,36
320,1480,1476,265,car,84,67
314,1481,1325,172,car,47,35
320,1481,1464,259,car,82,64
314,1482,1321,170,car,45,34
320,1482,1453,252,car,80,62
314,1483,1315,167,car,44,33
320,1483,1442,247,car,82,63
314,1484,1311,166,car,42,30
320,1484,1431,241,car,79,60
314,1485,1305,163,car,40,29
320,1485,1421,236,car,79,60
320,1486,1412,230,car,76,57
320,1487,1403,226,car,74,56
314,1488,1296,159,car,43,31
320,1488,1397,222,car,73,55
314,1489,1293,155,car,44,32
320,1489,1389,217,car,74,55
314,1490,1289,153,car,44,32
320,1490,1382,212,car,70,53
314,1491,1286,153,car,42,32
320,1491,1377,208,car,67,51
322,1491,1711,397,car,104,99
314,1492,1282,151,car,42,31
320,1492,1372,205,car,64,49
322,1492,1682,381,car,103,96
320,1493,1367,202,car,63,47
322,1493,1655,367,car,100,92
320,1494,1363,199,car,61,46
322,1494,1631,353,car,98,88
320,1495,1358,195,car,59,44
322,1495,1607,341,car,99,87
320,1496,1351,191,car,59,44
322,1496,1585,328,car,97,84
320,1497,1346,188,car,58,44
322,1497,1566,318,car,96,81
320,1498,1341,185,car,56,43
322,1498,1548,307,car,93,77
320,1499,1337,184,car,55,41
322,1499,1531,297,car,91,74
325,1499,709,211,car,191,190
326,1499,1700,304,car,132,96
320,1500,1334,181,car,54,41
322,1500,1515,289,car,87,70
325,1500,701,218,car,199,200
326,1500,1681,296,car,126,91
320,1501,1331,179,car,53,40
322,1501,1501,280,car,85,68
325,1501,690,226,car,204,206
326,1501,1664,287,car,125,91
320,1502,1330,177,car,50,38
322,1502,1487,272,car,83,65
325,1502,683,231,car,210,214
326,1502,1650,279,car,122,89
320,1503,1328,174,car,50,38
322,1503,1476,265,car,81,63
325,1503,674,239,car,220,225
326,1503,1634,273,car,121,89
320,1504,1326,172,car,49,37
322,1504,1465,258,car,82,63
325,1504,666,245,car,230,237
326,1504,1618,266,car,111,82
320,1505,1323,168,car,48,37
322,1505,1454,252,car,78,60
325,1505,656,254,car,242,250
326,1505,1606,262,car,108,79
320,1506,1321,166,car,46,35
322,1506,1447,247,car,75,58
325,1506,644,263,car,249,260
326,1506,1594,256,car,108,80
328,1506,915,181,car,60,52
320,1507,1319,164,car,44,33
322,1507,1437,242,car,74,57
325,1507,632,272,car,260,273
326,1507,1581,251,car,103,76
328,1507,909,187,car,57,50
320,1508,1315,161,car,42,32
322,1508,1426,236,car,73,56
325,1508,617,286,car,270,285
326,1508,1570,246,car,101,75
328,1508,904,192,car,59,52
322,1509,1418,230,car,69,53
325,1509,606,296,car,279,296
326,1509,1558,240,car,96,71
328,1509,900,195,car,60,53
320,1510,1314,158,car,41,31
322,1510,1410,226,car,66,51
325,1510,589,309,car,294,312
326,1510,1549,236,car,93,69
328,1510,895,202,car,63,55
320,1511,1310,156,car,42,32
322,1511,1401,223,car,65,49
325,1511,577,322,car,315,337
326,1511,1539,231,car,89,67
328,1511,891,205,car,64,56
320,1512,1307,155,car,43,33
322,1512,1395,217,car,67,51
325,1512,560,336,car,329,352
326,1512,1528,229,car,88,65
320,1513,1304,154,car,46,36
322,1513,1386,212,car,64,49
325,1513,540,352,car,346,371
326,1513,1519,224,car,88,65
320,1514,1302,153,car,45,36
322,1514,1381,210,car,62,47
325,1514,521,370,car,368,398
326,1514,1509,220,car,82,61
320,1515,1299,151,car,44,35
322,1515,1375,206,car,60,46
325,1515,503,387,car,390,425
326,1515,1501,216,car,82,61
322,1516,1371,203,car,59,45
325,1516,477,413,car,426,469
326,1516,1490,211,car,80,59
322,1517,1366,200,car,59,44
325,1517,456,436,car,445,493
326,1517,1490,210,car,79,59
322,1518,1363,197,car,57,43
325,1518,424,466,car,481,539
326,1518,1483,207,car,75,56
328,1518,854,251,car,84,75
322,1519,1358,192,car,56,42
325,1519,395,501,car,528,597
326,1519,1476,204,car,74,55
328,1519,850,256,car,87,77
322,1520,1352,189,car,55,41
325,1520,359,541,car,570,649
326,1520,1467,200,car,71,53
322,1521,1348,187,car,53,40
325,1521,321,585,car,631,726
326,1521,1463,197,car,70,52
328,1521,837,279,car,96,87
322,1522,1343,187,car,47,35
325,1522,303,604,car,654,753
326,1522,1456,196,car,68,51
328,1522,832,285,car,99,90
322,1523,1338,182,car,48,36
325,1523,279,661,car,679,800
326,1523,1449,193,car,66,50
328,1523,825,301,car,104,95
322,1524,1334,178,car,49,36
325,1524,267,680,car,670,805
326,1524,1445,190,car,64,49
328,1524,817,314,car,109,102
322,1525,1332,176,car,50,37
325,1525,248,700,car,692,832
326,1525,1440,187,car,63,48
328,1525,812,321,car,112,105
322,1526,1328,174,car,48,36
326,1526,1433,184,car,61,47
322,1527,1325,171,car,46,35
328,1527,798,360,car,122,115
322,1528,1324,170,car,46,35
328,1528,790,381,car,131,126
322,1529,1322,168,car,43,32
326,1529,1419,179,car,58,44
328,1529,783,401,car,140,138
322,1530,1320,165,car,41,31
326,1530,1415,178,car,58,45
328,1530,778,412,car,145,142
322,1531,1317,162,car,42,32
326,1531,1412,175,car,58,46
331,1531,1635,239,car,318,210
322,1532,1315,161,car,42,31
326,1532,1411,172,car,56,45
331,1532,1620,236,car,284,189
322,1533,1312,158,car,41,31
326,1533,1407,172,car,55,44
331,1533,1607,228,car,286,192
326,1534,1403,168,car,55,45
331,1534,1590,224,car,262,178
298,1535,726,628,car,250,254
322,1535,1306,157,car,37,28
326,1535,1397,166,car,55,44
331,1535,1576,217,car,250,171
298,1536,716,679,car,246,268
322,1536,1304,156,car,36,27
326,1536,1397,166,car,49,40
331,1536,1564,213,car,238,164
298,1537,701,744,car,261,299
322,1537,1303,155,car,37,29
326,1537,1393,164,car,48,39
331,1537,1553,210,car,230,161
298,1538,685,831,car,291,346
322,1538,1300,154,car,38,29
331,1538,1541,207,car,218,155
298,1539,665,907,car,284,330
322,1539,1299,153,car,36,27
331,1539,1530,204,car,210,149
298,1540,648,974,car,240,241
322,1540,1297,151,car,35,27
331,1540,1525,200,car,203,146
298,1541,637,1028,car,235,235
322,1541,1294,150,car,34,26
326,1541,1377,159,car,44,35
331,1541,1515,196,car,197,142
326,1542,1373,157,car,43,35
331,1542,1504,193,car,191,139
326,1543,1371,156,car,47,38
331,1543,1496,189,car,182,134
326,1544,1369,154,car,45,37
331,1544,1488,186,car,176,131
326,1545,1367,155,car,43,36
331,1545,1480,182,car,174,130
326,1546,1366,153,car,45,37
331,1546,1471,178,car,167,126
326,1547,1362,151,car,44,37
331,1547,1467,174,car,161,122
331,1548,1458,172,car,161,123
331,1549,1453,169,car,158,122
331,1550,1446,168,car,153,119
331,1551,1441,163,car,149,118
331,1552,1434,160,car,141,113
331,1553,1428,160,car,135,110
331,1554,1423,158,car,132,109
331,1555,1419,158,car,127,106
331,1556,1416,155,car,124,105
331,1557,1414,152,car,122,103
328,1558,541,429,car,170,165
331,1558,1408,150,car,119,100
328,1559,525,445,car,180,173
328,1560,503,467,car,187,178
328,1561,479,495,car,200,190
328,1562,456,526,car,224,214
328,1563,427,560,car,244,234
328,1564,410,575,car,252,242
336,1567,1746,418,car,85,108
336,1568,1714,401,car,86,104
336,1569,1684,385,car,86,100
336,1570,1658,368,car,86,95
336,1571,1634,354,car,86,91
336,1572,1611,341,car,86,88
336,1573,1590,331,car,87,86
336,1574,1573,319,car,88,85
336,1575,1553,309,car,87,82
339,1575,939,160,car,41,32
336,1576,1533,300,car,86,79
339,1576,937,162,car,43,34
336,1577,1517,291,car,83,74
339,1577,934,163,car,45,35
336,1578,1502,283,car,82,73
339,1578,929,166,car,46,35
336,1579,1488,275,car,81,70
339,1579,926,167,car,48,37
336,1580,1477,269,car,81,69
339,1580,921,169,car,48,37
336,1581,1465,262,car,80,67
339,1581,918,172,car,49,38
336,1582,1454,255,car,77,64
339,1582,915,174,car,49,38
336,1583,1445,249,car,77,63
339,1583,912,176,car,48,37
336,1584,1434,243,car,77,63
339,1584,908,178,car,50,38
336,1585,1426,236,car,75,60
339,1585,905,181,car,54,40
336,1586,1418,231,car,73,58
339,1586,901,184,car,55,41
336,1587,1411,228,car,69,55
336,1588,1403,224,car,67,53
339,1588,895,190,car,59,45
336,1589,1394,220,car,67,53
339,1589,891,193,car,57,44
336,1590,1387,216,car,67,53
339,1590,886,198,car,58,44
336,1591,1381,212,car,64,50
339,1591,882,201,car,60,45
336,1592,1375,208,car,62,48
339,1592,878,204,car,60,46
336,1593,1368,203,car,62,48
339,1593,875,209,car,62,47
336,1594,1364,201,car,61,47
339,1594,872,211,car,63,48
336,1595,1359,197,car,60,46
336,1596,1352,193,car,58,45
336,1597,1347,191,car,58,45
336,1598,1344,188,car,58,44
331,1599,1441,238,car,92,75
336,1599,1337,184,car,56,43
331,1600,1443,241,car,91,75
336,1600,1336,183,car,52,40
336,1601,1331,179,car,52,40
339,1601,843,248,car,75,57
336,1602,1328,178,car,51,39
339,1602,840,252,car,76,58
336,1603,1322,175,car,48,37
336,1604,1316,173,car,49,38
336,1605,1314,171,car,50,39
336,1606,1311,168,car,50,38
339,1606,825,283,car,90,71
336,1607,1307,167,car,46,36
339,1607,821,289,car,92,72
336,1608,1302,163,car,45,35
339,1608,817,300,car,92,73
339,1609,815,309,car,98,78
336,1610,1300,161,car,43,33
339,1610,809,320,car,101,80
336,1611,1297,158,car,44,34
339,1611,806,332,car,103,83
336,1612,1296,158,car,41,31
339,1612,802,344,car,107,87
336,1613,1294,157,car,43,32
339,1613,796,357,car,110,91
336,1614,1290,155,car,42,32
339,1614,789,372,car,116,96
339,1615,783,386,car,122,101
339,1616,776,404,car,128,107
336,1617,1282,152,car,39,30
339,1617,768,423,car,134,114
336,1618,1279,150,car,38,29
339,1618,764,442,car,140,119
339,1619,756,465,car,150,129
339,1620,749,490,car,156,135
339,1621,741,518,car,167,146
339,1622,733,552,car,177,157
328,1623,717,600,car,183,182
339,1623,727,567,car,183,162
328,1624,713,642,car,188,189
328,1625,705,683,car,199,199
328,1626,693,740,car,230,235
328,1627,677,803,car,252,261
328,1628,660,880,car,282,298
328,1629,641,941,car,274,283
328,1630,629,991,car,239,217
328,1631,618,1044,car,246,223
349,1647,1734,402,car,83,90
349,1648,1706,386,car,80,82
349,1649,1677,370,car,81,80
349,1650,1654,356,car,84,80
349,1651,1632,344,car,80,74
349,1652,1610,332,car,80,73
349,1653,1590,321,car,76,67
349,1654,1572,310,car,78,67
349,1655,1556,301,car,75,62
349,1656,1538,292,car,75,61
349,1657,1523,284,car,74,59
349,1658,1510,279,car,73,57
349,1659,1497,271,car,75,58
349,1660,1484,264,car,70,54
350,1660,943,159,car,40,26
349,1661,1475,257,car,71,53
350,1661,939,162,car,44,28
349,1662,1463,252,car,69,51
350,1662,936,163,car,48,31
349,1663,1452,244,car,68,50
350,1663,932,165,car,50,32
349,1664,1442,239,car,69,50
350,1664,930,168,car,53,35
349,1665,1432,235,car,67,48
350,1665,927,169,car,57,37
349,1666,1425,231,car,64,46
350,1666,924,171,car,57,39
349,1667,1416,226,car,61,43
350,1667,921,174,car,56,38
349,1668,1408,223,car,63,44
350,1668,917,177,car,57,39
349,1669,1401,218,car,61,43
350,1669,914,179,car,59,41
349,1670,1394,216,car,59,40
350,1670,909,182,car,63,44
349,1671,1385,212,car,58,39
350,1671,907,185,car,63,45
349,1672,1379,208,car,59,40
350,1672,905,190,car,63,44
349,1673,1375,204,car,59,40
350,1673,900,193,car,62,44
349,1674,1369,201,car,59,40
350,1674,898,198,car,64,45
349,1675,1366,198,car,57,39
350,1675,895,201,car,66,47
349,1676,1361,194,car,55,37
350,1676,892,204,car,67,49
349,1677,1354,192,car,52,34
350,1677,887,208,car,68,50
349,1678,1349,190,car,49,32
350,1678,884,214,car,65,49
349,1679,1345,188,car,48,31
350,1679,880,217,car,67,50
349,1680,1340,184,car,48,31
349,1681,1336,183,car,49,31
349,1682,1332,182,car,47,30
349,1683,1329,179,car,47,30
350,1683,861,241,car,78,59
349,1684,1325,177,car,48,31
350,1684,856,248,car,82,62
349,1685,1321,175,car,44,28
350,1685,852,253,car,84,64
349,1686,1318,172,car,44,28
350,1686,847,261,car,82,63
349,1687,1314,169,car,42,27
350,1687,842,271,car,83,65
349,1688,1313,168,car,43,27
350,1688,838,276,car,85,67
349,1689,1311,167,car,41,26
351,1689,857,162,car,50,41
349,1690,1307,164,car,40,25
350,1690,830,295,car,93,74
351,1690,852,163,car,50,42
349,1691,1305,162,car,44,28
350,1691,827,305,car,96,77
351,1691,846,167,car,48,40
349,1692,1304,160,car,45,29
350,1692,823,317,car,100,82
351,1692,844,170,car,50,41
349,1693,1300,160,car,44,28
350,1693,818,327,car,107,88
351,1693,840,172,car,51,42
349,1694,1298,158,car,43,28
350,1694,810,342,car,106,87
349,1695,1295,157,car,41,26
350,1695,805,355,car,111,93
349,1696,1293,155,car,40,26
350,1696,798,370,car,114,96
351,1696,821,180,car,53,44
349,1697,1290,153,car,40,26
350,1697,792,387,car,121,102
351,1697,816,182,car,54,44
350,1698,786,404,car,126,107
351,1698,812,184,car,55,45
350,1699,778,424,car,135,116
350,1700,773,445,car,141,123
351,1700,803,190,car,56,45
350,1701,767,471,car,147,128
351,1701,798,193,car,56,45
350,1702,760,499,car,159,141
350,1703,752,527,car,169,151
350,1704,744,563,car,181,164
350,1705,735,603,car,194,178
350,1706,726,649,car,217,201
350,1707,713,700,car,231,216
350,1708,701,761,car,251,238
350,1709,685,832,car,279,268
350,1710,668,905,car,292,281
350,1711,654,962,car,251,232
350,1712,645,993,car,258,239
351,1712,746,227,car,77,62
351,1713,741,231,car,79,63
351,1717,725,244,car,88,71
351,1718,721,247,car,89,73
351,1724,690,269,car,104,88
351,1725,687,272,car,103,88
351,1726,683,278,car,100,87
351,1727,678,281,car,102,89
351,1730,661,296,car,102,88
351,1731,656,300,car,105,92
351,1732,652,303,car,106,93
351,1733,647,307,car,107,95
351,1734,642,309,car,111,99
351,1735,636,316,car,110,97
351,1736,632,318,car,112,99
351,1737,627,322,car,113,100
351,1738,622,326,car,116,102
351,1739,617,330,car,117,104
351,1740,617,336,car,118,105
351,1741,611,339,car,119,107
351,1742,608,343,car,123,111
351,1743,602,350,car,125,113
351,1744,599,353,car,125,113
351,1745,595,357,car,127,115
351,1747,583,365,car,132,120
351,1748,578,369,car,132,120
351,1749,576,371,car,132,120
351,1750,571,377,car,132,120
351,1751,567,382,car,133,120
351,1752,563,387,car,136,122
351,1753,559,390,car,138,124
351,1754,555,394,car,140,125
351,1755,550,398,car,141,126
351,1758,541,408,car,150,135
351,1759,536,411,car,151,137
351,1760,532,417,car,152,138
351,1761,529,421,car,154,139
351,1762,526,424,car,155,141
351,1763,523,427,car,154,141
351,1764,521,430,car,156,144
351,1765,519,432,car,156,144
351,1766,518,435,car,156,144
351,1767,513,440,car,157,144
351,1768,511,443,car,160,147
351,1769,509,445,car,161,149
351,1770,505,446,car,166,154
351,1771,502,449,car,168,156
351,1772,502,452,car,166,155
351,1773,500,455,car,168,156
351,1774,496,460,car,163,151
351,1775,492,462,car,162,150
351,1776,490,463,car,163,150
351,1777,487,466,car,164,151
351,1778,488,466,car,164,151
351,1779,487,468,car,166,153
351,1780,485,471,car,167,154
351,1781,486,470,car,168,155
351,1782,485,470,car,169,156
351,1783,483,472,car,170,157
351,1784,481,474,car,171,158
351,1785,481,473,car,170,157
354,1785,549,791,car,550,257
351,1786,478,475,car,170,158
354,1786,626,790,car,564,261
351,1787,477,475,car,171,158
354,1787,702,789,car,566,259
351,1788,477,475,car,172,159
354,1788,779,789,car,578,262
351,1789,477,475,car,172,160
354,1789,853,787,car,571,256
351,1790,476,476,car,173,160
354,1790,930,787,car,574,254
354,1791,1001,784,car,573,251
354,1792,1074,779,car,575,250
351,1793,478,474,car,172,159
354,1793,1146,776,car,578,249
351,1794,477,474,car,172,159
354,1794,1217,773,car,587,251
351,1795,477,475,car,172,159
354,1795,1285,769,car,591,252
351,1796,476,475,car,173,160
354,1796,1351,764,car,586,249
351,1797,477,474,car,174,160
354,1797,1405,760,car,586,248
351,1798,477,475,car,173,160
354,1798,1469,757,car,577,244
351,1799,477,475,car,173,160
354,1799,1526,752,car,574,242
351,1800,476,476,car,173,160
354,1800,1585,744,car,573,243
351,1801,476,476,car,173,160
354,1801,1649,740,car,571,243
351,1802,476,476,car,173,160
351,1803,476,476,car,173,160
351,1804,476,476,car,173,160
351,1805,476,476,car,173,160
351,1806,478,474,car,173,160
356,1806,492,758,car,461,262
351,1807,478,474,car,173,161
356,1807,568,753,car,468,263
351,1808,478,475,car,173,160
356,1808,642,751,car,470,259
351,1809,478,474,car,173,160
356,1809,716,744,car,480,261
351,1810,477,475,car,173,160
356,1810,789,738,car,487,261
351,1811,477,475,car,173,160
356,1811,859,736,car,489,259
356,1812,923,732,car,489,258
356,1813,990,724,car,492,257
351,1814,477,474,car,171,159
356,1814,1056,718,car,498,259
351,1815,477,474,car,171,159
356,1815,1118,713,car,500,258
356,1816,1177,708,car,486,249
356,1817,1236,702,car,478,244
351,1818,477,474,car,172,159
356,1818,1290,695,car,468,238
351,1819,477,474,car,172,159
356,1819,1345,689,car,465,236
351,1820,477,475,car,173,159
356,1820,1395,682,car,462,234
351,1821,477,475,car,173,159
356,1821,1455,677,car,458,232
351,1822,477,476,car,173,159
351,1823,477,476,car,173,160
351,1846,477,476,car,173,160
351,1847,477,476,car,173,160
365,1847,1824,361,car,114,88
351,1848,477,475,car,173,160
365,1848,1812,356,car,113,85
351,1849,477,475,car,173,159
365,1849,1800,350,car,114,84
365,1850,1788,344,car,116,84
365,1851,1777,339,car,114,81
365,1852,1760,330,car,108,75
351,1853,477,475,car,172,159
365,1853,1748,326,car,109,73
351,1854,477,475,car,172,159
365,1854,1738,318,car,108,71
351,1855,477,475,car,172,159
365,1855,1725,315,car,114,73
351,1856,477,475,car,172,159
365,1856,1713,310,car,113,72
368,1856,1732,400,car,148,120
365,1857,1703,305,car,114,72
368,1857,1722,394,car,146,117
365,1858,1691,298,car,110,68
368,1858,1710,389,car,146,116
365,1859,1683,294,car,111,68
368,1859,1701,383,car,144,114
365,1860,1671,291,car,111,68
368,1860,1690,376,car,144,113
351,1861,477,475,car,172,159
365,1861,1662,285,car,109,66
368,1861,1676,369,car,143,111
351,1862,477,475,car,172,159
365,1862,1651,281,car,110,67
368,1862,1665,363,car,140,108
351,1863,477,475,car,172,159
365,1863,1640,277,car,107,64
368,1863,1654,357,car,137,106
365,1864,1629,274,car,110,66
365,1865,1617,268,car,105,63
368,1865,1633,346,car,130,100
365,1866,1609,264,car,103,61
368,1866,1623,340,car,127,98
365,1867,1600,260,car,102,60
365,1868,1591,258,car,101,59
368,1868,1603,328,car,124,95
365,1869,1582,253,car,100,58
368,1869,1594,324,car,120,92
365,1870,1573,251,car,104,61
368,1870,1584,319,car,118,90
365,1871,1564,245,car,100,59
365,1872,1558,242,car,95,56
368,1872,1566,307,car,116,89
365,1873,1551,239,car,93,55
368,1873,1556,302,car,114,87
365,1874,1542,236,car,95,56
365,1875,1533,234,car,96,57
365,1876,1527,232,car,98,58
368,1876,1531,286,car,109,82
365,1877,1520,225,car,86,51
368,1877,1522,285,car,107,81
365,1878,1514,223,car,82,48
368,1878,1515,281,car,103,78
365,1879,1507,220,car,83,49
368,1879,1507,275,car,103,78
365,1880,1501,217,car,82,48
368,1880,1497,270,car,101,76
365,1881,1496,216,car,86,51
368,1881,1490,265,car,108,83
365,1882,1491,213,car,83,49
368,1882,1483,263,car,101,78
365,1883,1484,210,car,82,48
368,1883,1474,258,car,100,77
351,1884,477,475,car,171,159
351,1885,477,475,car,172,160
351,1886,477,475,car,172,160
368,1886,1459,251,car,85,65
351,1887,477,474,car,173,160
368,1887,1451,247,car,82,62
365,1888,1458,201,car,79,47
368,1888,1447,243,car,83,63
351,1889,477,475,car,172,161
365,1889,1454,198,car,77,47
368,1889,1442,241,car,83,63
351,1890,477,476,car,172,160
